UlicaID;Ulica_Name;Dzielnica_Name;Miasto_Name
8206;Kraszewo-sławęcin;Kraszewo-sławęcin;Raciąż
2219;Racławice;Brak;Racławice
382;Radom;Brak;Radom
421842;Ignacego paderewskiego;Gołębiów II;Radom
526519;Gajowa;Młodzianów;Radom
94412;Młodzianów;Młodzianów;Radom
333524;Jurija gagarina;Ustronie;Radom
318677;Nowogrodzka;Śródmieście;Radom
13467;Dąbrówka pniowska;Dąbrówka pniowska;Radomyśl nad sanem
4820;Orle;Orle;Radowo małe
11996;Woźniki-paklewy;Woźniki-paklewy;Radzanowo
4158;Grotki;Grotki;Radzanów
44944;Kadłubska wola;Kadłubska wola;Radzanów
495000;Brzegowa;Wieprz;Radziechowy-wieprz
8124;Zakrzewo;Zakrzewo;Radziłów
25130;Radłów;Radłów;Radłów
45207;Wytoka;Wytoka;Radłów
7380;Budy;Budy;Rajgród
36184;Rakoniewice;Brak;Rakoniewice
17618;Mędrów;Mędrów;Raków
40800;Jaworowa;Jaworowa;Raszyn
25782;Reda;Brak;Reda
459980;Morska;Ul. Morska;Reda
411168;Spokojna;Ul. Spokojna;Reda
17492;Nikodemówka;Nikodemówka;Rejowiec fabryczny
15672;Naćmierz;Naćmierz;Resko
16451;Międzylesie;Międzylesie;Rogoźno
329642;Seminarialna;Ul. Seminarialna;Rogoźno
8170;Jarki;Jarki;Rojewo
10288;Kobylniki;Kobylniki;Rokietnica
7800;Dzięciary;Dzięciary;Rozprza
7703;Gieski;Gieski;Rozprza
20568;Łazy-dąbrówka;Łazy-dąbrówka;Rozprza
13563;Kuski;Kuski;Rościszewo
6415;Rzeszotary-stara wieś;Rzeszotary-stara wieś;Rościszewo
8056;Jeleń;Jeleń;Ruciane-nida
34962;Osiniak-piotrowo;Osiniak-piotrowo;Ruciane-nida
69387;Bielszowice;Bielszowice;Ruda śląska
498119;Ks. józefa niedzieli;Bielszowice;Ruda śląska
391;Ruda śląska;Brak;Ruda śląska
262660;Owocowa;Godula;Ruda śląska
104525;Halemba;Halemba;Ruda śląska
17165;Borowina;Borowina;Rudnik nad sanem
1835;Rudnik nad sanem;Brak;Rudnik nad sanem
24723;Tyniec legnicki;Tyniec legnicki;Ruja
525388;Apolinarego formeli;Biała rzeka;Rumia
38601;Rumia;Brak;Rumia
290693;Błoń janowskich;Janowo;Rumia
3639;Poszeszupie;Poszeszupie;Rutka-tartak
359;Rybnik;Brak;Rybnik
71669;Ligota;Ligota;Rybnik
1996;Rychwał;Brak;Rychwał
48738;Jaroszewice grodzieckie;Jaroszewice grodzieckie;Rychwał
44317;Lubiny;Lubiny;Rychwał
20015;Rydułtowy;Brak;Rydułtowy
1014;Rydzyna;Brak;Rydzyna
7253;Ławki;Ławki;Ryn
1729;Rytro;Brak;Rytro
6719;Ryńsk;Ryńsk;Ryńsk
45766;Kowale;Kowale;Rzeczenica
361;Rzeszów;Brak;Rzeszów
293583;Mjr. wacława kopisto;Nowe miasto;Rzeszów
393575;Nowosądecka;Ul. Nowosądecka;Rzeszów
297748;Rymanowska;Zwięczyca;Rzeszów
480608;Marii skłodowskiej-curie;Śródmieście;Rzeszów
9296;Mądroszki;Mądroszki;Rzgów
24840;Wólka-folwark;Wólka-folwark;Rząśnik
1998;Różan;Brak;Różan
24906;Modrzewiec;Modrzewiec;Rąbino
19532;Polakowo;Polakowo;Rąbino
29466;Będzyn;Będzyn;Ręczno
1796;Rędziny;Brak;Rędziny
20649;Poświątne;Poświątne;Sabnie
13296;Tchórznica włościańska;Tchórznica włościańska;Sabnie
13379;Bnin;Bnin;Sadki
9003;Trębaczew;Trębaczew;Sadkowice
26469;Jacentów;Jacentów;Sadowie
6582;Ostrołęka;Ostrołęka;Samborzec
4456;Bykowce;Bykowce;Sanok
316539;Romualda traugutta;Ul. Romualda traugutta;Serock
46370;Zegrze;Zegrze;Serock
10249;Jałówka-kolonia;Jałówka-kolonia;Sidra
374354;Zielona;Ul. Zielona;Siechnice
336;Siedlce;Brak;Siedlce
14151;Ostrówek;Ostrówek;Siedlce
64757;Bańgów;Bańgów;Siemianowice śląskie
380;Siemianowice śląskie;Brak;Siemianowice śląskie
415942;Komuny paryskiej;Centrum;Siemianowice śląskie
340773;Pocztowa;Michałkowice;Siemianowice śląskie
287568;Witolda budryka;Michałkowice;Siemianowice śląskie
3839;Czartajew;Czartajew;Siemiatycze
376872;Sosnowa;Ul. Sosnowa;Siemiatycze
21145;Zaborze krzeczanowskie;Zaborze krzeczanowskie;Siemiątkowo
2020;Siemkowice;Brak;Siemkowice
19186;Aleksandrów;Aleksandrów;Sienno
16318;Ludwików;Ludwików;Sienno
27790;Próba;Brzeźnio;Sieradzki
24797;Szczesie;Brąszewice;Sieradzki
14732;Kopanina;Burzenin;Sieradzki
45557;Strumiany;Burzenin;Sieradzki
500;Błaszki;Błaszki;Sieradzki
12229;Klonówek;Warta;Sieradzki
6220;Upuszczew;Warta;Sieradzki
22073;Czarna;Złoczew;Sieradzki
4896;Szklana huta;Złoczew;Sieradzki
14372;Bukowo;Bukowo;Sierakowice
18168;Gorzewo;Gorzewo;Sierpc
459000;Wodna;Ul. Wodna;Siewierz
6869;Bolowiec;Bolowiec;Skalbmierz
1679;Skaryszew;Brak;Skaryszew
19480;Dzierzkówek stary;Dzierzkówek stary;Skaryszew
54643;Skawina;Brak;Skawina
25829;Sobiesęki;Sobiesęki;Skała
21282;Zamłynie;Zamłynie;Skała
341;Skierniewice;Brak;Skierniewice
46784;Sierakowice prawe;Sierakowice prawe;Skierniewice
15573;Żelazna;Żelazna;Skierniewice
15000;Pierściec;Pierściec;Skoczów
1991;Skoki;Brak;Skoki
340000;Dojazd;Ul. Dojazd;Skoki
10003;Harklowa;Harklowa;Skołyszyn
20145;Niemcowizna okalewska;Niemcowizna okalewska;Skrwilno
11555;Kawęczyn;Kawęczyn;Smyków
2006;Sobótka;Brak;Sobótka
21099;Przezdrowice;Przezdrowice;Sobótka
5090;Sulistrowiczki;Sulistrowiczki;Sobótka
393711;Aleja 600-lecia;Aleja 600-lecia;Sochaczew
10628;Sochaczew;Brak;Sochaczew
2026;Sochocin;Brak;Sochocin
17088;Wierzbówiec;Wierzbówiec;Sochocin
24557;Perki-karpie;Perki-karpie;Sokoły
1051;Sokołów małopolski;Brak;Sokołów małopolski
1903;Sokołów podlaski;Brak;Sokołów podlaski
5544;Kundzin kościelny;Kundzin kościelny;Sokółka
52072;Kuryły;Kuryły;Sokółka
36341;Stodolne;Stodolne;Sokółka
40869;Solec kujawski;Brak;Solec kujawski
7609;Wyczechowo;Wyczechowo;Somonino
41644;Koszary;Koszary;Sompolno
17342;Płoszewo;Płoszewo;Sompolno
354;Sopot;Brak;Sopot
320775;Aleja niepodległości;Centrum;Sopot
335884;Karlikowska;Dolny;Sopot
538748;Stefana okrzei;Wyścigi;Sopot
333154;Władysława łokietka;Wyścigi;Sopot
6215;Warpuny;Warpuny;Sorkwity
464772;Wagowa;Kazimierz;Sosnowiec
362930;Klimontowska;Sielec;Sosnowiec
76855;Sielec;Sielec;Sosnowiec
349108;Teofila lenartowicza;Zagórze;Sosnowiec
600;Sośno;Brak;Sośno
7506;Przepałkowo;Przepałkowo;Sośno
41580;Kaniów;Kaniów;Spytkowice
22588;Bajory wielkie;Bajory wielkie;Srokowo
10500;Kruszczewo;Kruszczewo;Stara biała
31591;Starachowice;Brak;Starachowice
2498;Stare juchy;Brak;Stare juchy
16512;Sądów;Dolice;Stargardzki
525808;Czesława niemena;Stargard;Stargardzki
390202;Hetmana stefana czarnieckiego;Stargard;Stargardzki
56004;Stargard;Stargard;Stargardzki
24824;Kaliska;Lubichowo;Starogardzki
19870;Zdrójno;Osieczna;Starogardzki
28972;Kamierowskie piece;Skarszewy;Starogardzki
891;Skarszewy;Skarszewy;Starogardzki
15225;Frąca;Smętowo graniczne;Starogardzki
342580;Grunwaldzka;Starogard gdański;Starogardzki
358644;Osiedlowa;Starogard gdański;Starogardzki
53928;Starogard gdański;Starogard gdański;Starogardzki
18419;Rybaki;Rybaki;Stawiguda
9282;Poryte małe;Poryte małe;Stawiski
52845;Popowo;Popowo;Stegna
6744;Jamielnik-kolonia;Jamielnik-kolonia;Stoczek łukowski
12261;Ruda;Ruda;Stoczek łukowski
18591;Piaski;Piaski;Strachówka
21381;Swędów;Swędów;Stryków
30260;Polanki;Polanki;Stryszawa
607;Stryszów;Brak;Stryszów
18912;Brudzewo;Brudzewo;Strzałkowo
23160;Olszany;Olszany;Strzegom
31803;Strzelce krajeńskie;Brak;Strzelce krajeńskie
13990;Brzoza;Brzoza;Strzelce krajeńskie
14559;Grodzisko;Grodzisko;Strzelce opolskie
5405;Serwitut;Serwitut;Strzeleczki
11639;Zielina;Zielina;Strzeleczki
5300;Żegotki;Żegotki;Strzelno
25144;Bystrzyca stara;Bystrzyca stara;Strzyżewice
9512;Wielka słońca;Wielka słońca;Subkowy
2025;Suchowola;Brak;Suchowola
450000;Ernesta malinowskiego;Krężoły;Sulechów
15986;Sulejów;Brak;Sulejów
20935;Karolinów;Karolinów;Sulejów
3738;Krupa;Krupa;Sulejów
308278;Brzozowa;Ul. Brzozowa;Sulejówek
1854;Sulęcin;Brak;Sulęcin
2657;Sulęcin;Brak;Sulęcin
23126;Piotrkowo;Piotrkowo;Susz
358;Suwałki;Brak;Suwałki
319900;Szlachetna;Sułoszowa;Sułoszowa
24537;Bogucin;Bogucin;Swarzędz
37001;Strzemieczne-sędki;Strzemieczne-sędki;Sypniewo
21262;Górna wola;Górna wola;Szadek
6928;Lichawa-kolonia;Lichawa-kolonia;Szadek
470598;Idziego sutarskiego;Ul. Idziego sutarskiego;Szamocin
50954;Szamotuły;Brak;Szamotuły
396;Szczecin;Brak;Szczecin
105030;Gumieńce;Gumieńce;Szczecin
493585;Wiosny ludów;Niebuszewo;Szczecin
92045;Podjuchy;Podjuchy;Szczecin
365859;Kornela ujejskiego;Pogodno;Szczecin
98360;Pogodno;Pogodno;Szczecin
93118;Pomorzany;Pomorzany;Szczecin
394210;Adama mickiewicza;Turzyn;Szczecin
526776;Ks. piotra ściegiennego;Turzyn;Szczecin
66356;Turzyn;Turzyn;Szczecin
479000;Pijarska;Ul. Pijarska;Szczecin
491523;Stanisława przybyszewskiego;Ul. Stanisława przybyszewskiego;Szczecin
455484;Tadeusza zawadzkiego;Zachód;Szczecin
278373;Batalionów chłopskich;Zdroje;Szczecin
470801;Celna;Łasztownia;Szczecin
28241;Szczecinek;Brak;Szczecinek
12861;Brodźce;Brodźce;Szczecinek
24786;Orawka;Orawka;Szczecinek
11343;Trzebiechowo;Trzebiechowo;Szczecinek
404973;Białogardzka;Ul. Białogardzka;Szczecinek
287319;Kardynała stefana wyszyńskiego;Ul. Kardynała stefana wyszyńskiego;Szczecinek
474207;Kołobrzeska;Ul. Kołobrzeska;Szczecinek
13750;Wągrodno;Wągrodno;Szczecinek
31835;Łabędź;Łabędź;Szczecinek
54271;Leśniaki chabielskie;Leśniaki chabielskie;Szczerców
7267;Stanisławów pierwszy;Stanisławów pierwszy;Szczerców
15996;Chojnowo;Chojnowo;Szczuczyn
6103;Majewo;Majewo;Szczutowo
88098;Bieniadka;Bieniadka;Szczyrk
33885;Szczyrk;Brak;Szczyrk
45993;Gorzuchy;Gorzuchy;Szczytniki
5131;Szerzyny;Szerzyny;Szerzyny
104990;Szklarska poręba-huta;Szklarska poręba-huta;Szklarska poręba
59710;Siecieborzyce;Siecieborzyce;Szprotawa
7299;Witków;Witków;Szprotawa
4203;Sztutowo;Sztutowo;Sztutowo
8542;Chomętowo;Chomętowo;Szubin
18045;Słonawy;Słonawy;Szubin
23472;Ostrów północny;Ostrów północny;Szudziałowo
12832;Łazy;Łazy;Szydłowiec
7943;Pokrzywnica;Pokrzywnica;Szydłowo
4317;Róża wielka;Róża wielka;Szydłowo
2569;Szydłów;Brak;Szydłów
14834;Stare kozuby;Stare kozuby;Sędziejowice
24628;Budy;Budy;Sędziszów małopolski
32643;Owczary;Owczary;Sękowa
528497;Podgórna;Ul. Podgórna;Sępólno krajeńskie
24494;Tarnów jezierny;Tarnów jezierny;Sława
4427;Mościce dolne;Mościce dolne;Sławatycze
38986;Sławno;Brak;Sławno
16942;Powalice;Powalice;Sławoborze
10870;Julianów;Julianów;Słupia
24678;Podłęcze;Podłęcze;Słupia
13672;Winna góra;Winna góra;Słupia
369;Słupsk;Brak;Słupsk
310870;Bogusława x;Ul. Bogusława x;Słupsk
37114;Gładków;Gładków;Tarczyn
374450;Cienista;Lusówko;Tarnowo podgórne
451029;Owocowa;Tarnowo podgórne;Tarnowo podgórne
53239;Tarnowskie góry;Brak;Tarnowskie góry
395;Tarnów;Brak;Tarnów
437851;Norberta lippóczy'ego;Ul. Norberta lippóczy'ego;Tarnów
263944;Odległa;Ul. Odległa;Tarnów
412116;Powstańców warszawy;Ul. Powstańców warszawy;Tarnów
9100;Potoczek-kolonia;Potoczek-kolonia;Tarłów
39616;Tczew;Brak;Tczew
271992;Anny łajming;Ul. Anny łajming;Tczew
454000;Armii krajowej;Ul. Armii krajowej;Tczew
543876;Piaskowa;Ul. Piaskowa;Tczew
8120;Franusin;Franusin;Telatyn
21905;Teresin;Teresin;Teresin
12001;Górno;Górno;Tomaszów lubelski
10793;Sadłóżek;Sadłóżek;Topólka
74994;Bielany;Bielany;Toruń
375;Toruń;Brak;Toruń
73447;Bydgoskie przedmieście;Bydgoskie przedmieście;Toruń
538656;Jurija gagarina;Bydgoskie przedmieście;Toruń
93243;Chełmińskie przedmieście;Chełmińskie przedmieście;Toruń
430743;Targowa;Jakubskie przedmieście;Toruń
86587;Koniuchy;Koniuchy;Toruń
518523;Sylwestra kaliskiego;Koniuchy;Toruń
333331;Wojska polskiego;Mokre;Toruń
296000;Kardynała stefana wyszyńskiego;Na skarpie;Toruń
76331;Stare miasto;Stare miasto;Toruń
17926;Mieczki-abramy;Mieczki-abramy;Troszyn
15398;Głogowiec;Głogowiec;Tryńcza
20254;Piotrówka;Piotrówka;Trzcinica
26323;Siemionka;Siemionka;Trzcinica
15574;Szarpatki;Szarpatki;Trzcińsko-zdrój
11253;Gosław;Gosław;Trzebiatów
2276;Trzebiechów;Brak;Trzebiechów
52792;Bukowina;Bukowina;Trzebiel
27694;Trzebinia;Brak;Trzebinia
11205;Dulowa;Dulowa;Trzebinia
30293;Młoszowa;Młoszowa;Trzebinia
275643;Młoszowska;Ul. Młoszowska;Trzebinia
20452;Małuszyn;Małuszyn;Trzebnica
19351;Milonki;Milonki;Trzyciąż
23497;Porąbka;Porąbka;Trzyciąż
12800;Rzeczyca ziemiańska;Rzeczyca ziemiańska;Trzydnik duży
24044;Bladowo-wybudowanie;Bladowo-wybudowanie;Tuchola
28986;Borki;Borki;Tuchola
4279;Nadolnik;Nadolnik;Tuchola
2462;Tuczna;Brak;Tuczna
38499;Matiaszówka;Matiaszówka;Tuczna
6681;Bielicha;Bielicha;Tuczępy
7059;Dąbrówka;Dąbrówka;Tuczępy
48419;Zadworna;Zadworna;Tuliszków
379086;Pocztowa;Ul. Pocztowa;Tułowice
357;Tychy;Brak;Tychy
434877;Żorska;Żwaków;Tychy
75197;Żwaków;Żwaków;Tychy
18511;Rakowa;Rakowa;Tyrawa wołoska
3385;Turza wilcza;Turza wilcza;Tłuchowo
23270;Odletajka;Odletajka;Uchanie
11340;Putnowice górne;Putnowice górne;Uchanie
44817;Kręcichłosty;Kręcichłosty;Ujsoły
20010;Jabłonowo;Jabłonowo;Ujście
22790;Unisław;Unisław;Unisław
345000;Sosnowa;Urszulin;Urszulin
12247;Dalimierz przewłocki;Dalimierz przewłocki;Ustka
58701;Ustronie morskie;Ustronie morskie;Ustronie morskie
58509;Ustroń;Brak;Ustroń
11339;Orzechów-kolonia;Orzechów-kolonia;Uścimów
19900;Pod lasem;Pod lasem;Wadowice
17379;Roków;Roków;Wadowice
14319;Borsukowo;Borsukowo;Warlubie
2849;Warlubie;Brak;Warlubie
3249;Bemowo;Bemowo;Warszawa
82650;Chrzanów;Bemowo;Warszawa
324045;Mieczysława wolfkego;Bemowo;Warszawa
531716;Zaborowska;Bemowo;Warszawa
387253;Antoniego pajdaka;Białołęka;Warszawa
3267;Białołęka;Białołęka;Warszawa
102906;Brzeziny;Białołęka;Warszawa
390603;Gioacchino rossiniego;Białołęka;Warszawa
422052;Jana kowalczyka;Białołęka;Warszawa
456007;Marywilska;Białołęka;Warszawa
416577;Mikołaja trąby;Białołęka;Warszawa
102779;Tarchomin;Białołęka;Warszawa
274762;Winorośli;Białołęka;Warszawa
78352;Żerań;Białołęka;Warszawa
354451;Antoniego magiera;Bielany;Warszawa
3266;Bielany;Bielany;Warszawa
82779;Chomiczówka;Bielany;Warszawa
414096;Kwitnąca;Bielany;Warszawa
286587;Loteryjki;Bielany;Warszawa
543632;Marii dąbrowskiej;Bielany;Warszawa
368;Warszawa;Brak;Warszawa
549505;Aleja polski walczącej;Mokotów;Warszawa
347322;Artura malawskiego;Mokotów;Warszawa
310319;Bukowińska;Mokotów;Warszawa
267888;Jana pawła woronicza;Mokotów;Warszawa
75975;Ksawerów;Mokotów;Warszawa
3283;Mokotów;Mokotów;Warszawa
296186;Okrężna;Mokotów;Warszawa
272000;Park gen. gustawa orlicz-dreszera;Mokotów;Warszawa
323118;Podchorążych;Mokotów;Warszawa
394669;Polska;Mokotów;Warszawa
89597;Siekierki;Mokotów;Warszawa
74698;Sielce;Mokotów;Warszawa
91125;Służewiec;Mokotów;Warszawa
354534;Tyniecka;Mokotów;Warszawa
97800;Wierzbno;Mokotów;Warszawa
544393;Karola dickensa;Ochota;Warszawa
404443;Kopińska;Ochota;Warszawa
3262;Ochota;Ochota;Warszawa
274030;Racławicka;Ochota;Warszawa
86400;Szczęśliwice;Ochota;Warszawa
494281;Sąchocka;Ochota;Warszawa
540838;Władysława korotyńskiego;Ochota;Warszawa
516878;Franciszka żymirskiego;Praga-południe;Warszawa
95861;Gocław;Praga-południe;Warszawa
493217;Grochowska;Praga-południe;Warszawa
93207;Grochów;Praga-południe;Warszawa
456202;Igańska;Praga-południe;Warszawa
425949;Opinogórska;Praga-południe;Warszawa
270000;Osowska;Praga-południe;Warszawa
3281;Praga-południe;Praga-południe;Warszawa
459009;Markowska;Praga-północ;Warszawa
3259;Praga-północ;Praga-północ;Warszawa
303847;Radzymińska;Praga-północ;Warszawa
468324;Chełmżyńska;Rembertów;Warszawa
378800;Krasnobrodzka;Targówek;Warszawa
436713;Oliwska;Targówek;Warszawa
261457;Płosa;Targówek;Warszawa
298323;Samarytanka;Targówek;Warszawa
352514;Suwalska;Targówek;Warszawa
3253;Targówek;Targówek;Warszawa
354852;Turmoncka;Targówek;Warszawa
292336;Żuromińska;Targówek;Warszawa
77309;Gołąbki;Ursus;Warszawa
294556;Kazimierza pużaka;Ursus;Warszawa
489450;Konotopska;Ursus;Warszawa
86091;Skorosze;Ursus;Warszawa
3263;Ursus;Ursus;Warszawa
508173;Pawła edmunda strzeleckiego;Ursynów;Warszawa
3284;Ursynów;Ursynów;Warszawa
304848;Wilczy dół;Ursynów;Warszawa
363700;Osadnicza;Wawer;Warszawa
450184;Podbiałowa;Wawer;Warszawa
3269;Wawer;Wawer;Warszawa
520704;Pogodna;Wesoła;Warszawa
87483;Stara miłosna;Wesoła;Warszawa
430505;Adama branickiego;Wilanów;Warszawa
261950;Bruzdowa;Wilanów;Warszawa
411172;Syta;Wilanów;Warszawa
3276;Wilanów;Wilanów;Warszawa
67714;Zawady;Wilanów;Warszawa
428056;Banderii;Wola;Warszawa
76533;Czyste;Wola;Warszawa
269147;Erazma ciołka;Wola;Warszawa
339878;Grenady;Wola;Warszawa
535090;Góralska;Wola;Warszawa
539953;Jana kazimierza;Wola;Warszawa
290527;Kolejowa;Wola;Warszawa
98730;Koło;Wola;Warszawa
540958;Ludwiki;Wola;Warszawa
496645;Marynin;Wola;Warszawa
67400;Mirów;Wola;Warszawa
392116;Miła;Wola;Warszawa
392237;Mordechaja anielewicza;Wola;Warszawa
66284;Młynów;Wola;Warszawa
356178;Obozowa;Wola;Warszawa
308434;Ogrodowa;Wola;Warszawa
355225;Ożarowska;Wola;Warszawa
71314;Ulrychów;Wola;Warszawa
3264;Wola;Wola;Warszawa
522658;Włodzimierza majakowskiego;Wola;Warszawa
90501;Raków;Włochy;Warszawa
86501;Salomea;Włochy;Warszawa
292284;Łopuszańska;Włochy;Warszawa
539640;Bagno;Śródmieście;Warszawa
330272;Chmielna;Śródmieście;Warszawa
419096;Fabryczna;Śródmieście;Warszawa
462980;Jaworzyńska;Śródmieście;Warszawa
420722;Marszałkowska;Śródmieście;Warszawa
101939;Mirów;Śródmieście;Warszawa
333692;Mokotowska;Śródmieście;Warszawa
100689;Muranów;Śródmieście;Warszawa
321922;Próżna;Śródmieście;Warszawa
362546;Smolna;Śródmieście;Warszawa
3285;Śródmieście;Śródmieście;Warszawa
457692;Braci załuskich;Żoliborz;Warszawa
344174;Juliusza słowackiego;Żoliborz;Warszawa
105598;Sady Żoliborskie;Żoliborz;Warszawa
308796;Stanisława wyspiańskiego;Żoliborz;Warszawa
517457;Władysława broniewskiego;Żoliborz;Warszawa
299376;Zygmunta krasińskiego;Żoliborz;Warszawa
3274;Żoliborz;Żoliborz;Warszawa
314023;Fortowa;Stare babice;Warszawski zachodni
343500;Sierż. władysława szymczaka;Łomianki;Warszawski zachodni
12225;Łomianki;Łomianki;Warszawski zachodni
57506;Łomianki dolne;Łomianki;Warszawski zachodni
56219;Sucha;Sucha;Wartkowice
364;Wałbrzych;Brak;Wałbrzych
354989;Marsz. józefa piłsudskiego;Nowe miasto;Wałbrzych
276328;Zofii nałkowskiej;Piaskowa góra;Wałbrzych
493366;Osiedle górnicze;Rusinowa;Wałbrzych
96267;Stary zdrój;Stary zdrój;Wałbrzych
1972;Wałcz;Brak;Wałcz
48185;Wałcz;Brak;Wałcz
21614;Nakielno;Nakielno;Wałcz
536565;Rejtana;Ul. Rejtana;Wejherowo
24289;Kotorów;Kotorów;Werbkowice
369000;Mickiewicza;Werbkowice;Werbkowice
12029;Zawada;Zawada;Wieleń
48725;Wieliczka;Brak;Wieliczka
292500;Jasna;Klasno;Wieliczka
450623;Magnoliowa;Kopalina;Wieliczka
55377;Wilkasy;Wilkasy;Wieliczki
20754;Sieroty;Sieroty;Wielowieś
13935;Wieluń;Brak;Wieluń
17474;Posada;Posada;Wierzbinek
21962;Wandzinowo;Wandzinowo;Wierzbinek
57243;Wierzbno;Wierzbno;Wierzbno
42915;Mierzyce;Mierzyce;Wierzchlas
27015;Sieciechowice;Sieciechowice;Wierzchosławice
2521;Wietrzychowice;Brak;Wietrzychowice
65901;Bułgaria;Bułgaria;Wilkowice
26305;Obroki;Obroki;Wilkołaz
5627;Budy-zbroszki;Budy-zbroszki;Winnica
24459;Wola miedniewska;Wola miedniewska;Wiskitki
38628;Szymanów;Szymanów;Wisznia mała
6890;Wygoda;Wygoda;Wisznice
1936;Witkowo;Brak;Witkowo
17236;Ruś;Ruś;Wizna
10099;Stefanówka;Stefanówka;Wiązowna
28167;Surmaczówka;Surmaczówka;Wiązownica
8138;Smogorzówek;Smogorzówek;Wińsko
5003;Węglówka;Węglówka;Wiśniowa
24069;Brzezinki;Brzezinki;Wodzisław
51707;Lisiowólka;Lisiowólka;Wohyń
18055;Kolonia siedliska;Kolonia siedliska;Wojcieszków
14663;Otylin;Otylin;Wojcieszków
15733;Putnowice wielkie;Putnowice wielkie;Wojsławice
8575;Budków;Budków;Wola krzysztoporska
17171;Rokszyce;Rokszyce;Wola krzysztoporska
20291;Wandów;Wandów;Wola mysłowska
1651;Wolbrom;Brak;Wolbrom
12740;Bogusławice;Bogusławice;Wolbórz
14021;Żywocin;Żywocin;Wolbórz
16166;Jarzębowo;Jarzębowo;Wolin
2247;Wołomin;Brak;Wołomin
19491;Nowe lipiny;Nowe lipiny;Wołomin
8004;Wołów;Brak;Wołów
6466;Kłopotówka;Kłopotówka;Wołów
6255;Miłcz;Miłcz;Wołów
4889;Woźniki;Brak;Woźniki
14018;Piasek;Piasek;Woźniki
366;Wrocław;Brak;Wrocław
406804;Dokerska;Wrocław-fabryczna;Wrocław
72674;Fabryczna;Wrocław-fabryczna;Wrocław
359475;Jurija gagarina;Wrocław-fabryczna;Wrocław
90344;Kozanów;Wrocław-fabryczna;Wrocław
103403;Leśnica;Wrocław-fabryczna;Wrocław
419634;Lubska;Wrocław-fabryczna;Wrocław
374775;Ludwika idzikowskiego;Wrocław-fabryczna;Wrocław
424521;Potokowa;Wrocław-fabryczna;Wrocław
295256;Rumiankowa;Wrocław-fabryczna;Wrocław
92900;Stabłowice;Wrocław-fabryczna;Wrocław
448841;Antonia vivaldiego;Wrocław-krzyki;Wrocław
104062;Bieńkowice;Wrocław-krzyki;Wrocław
472092;Blizanowicka;Wrocław-krzyki;Wrocław
84583;Krzyki;Wrocław-krzyki;Wrocław
97391;Partynice;Wrocław-krzyki;Wrocław
497633;Rybnicka;Wrocław-krzyki;Wrocław
304180;Skarbowców;Wrocław-krzyki;Wrocław
92435;Tarnogaj;Wrocław-krzyki;Wrocław
400415;Walońska;Wrocław-krzyki;Wrocław
386353;Wesoła;Wrocław-krzyki;Wrocław
534803;Wietrzna;Wrocław-krzyki;Wrocław
291407;Cynamonowa;Wrocław-psie pole;Wrocław
290097;Ferdynanda magellana;Wrocław-psie pole;Wrocław
430398;Miłoszycka;Wrocław-psie pole;Wrocław
97677;Swojczyce;Wrocław-psie pole;Wrocław
3273;Wrocław-psie pole;Wrocław-psie pole;Wrocław
319576;Muzealny;Wrocław-stare miasto;Wrocław
3282;Wrocław-stare miasto;Wrocław-stare miasto;Wrocław
263823;Wszystkich świętych;Wrocław-stare miasto;Wrocław
351826;Kaszubska;Wrocław-śródmieście;Wrocław
355224;Myśliwska;Wrocław-śródmieście;Wrocław
385414;Romana dmowskiego;Wrocław-śródmieście;Wrocław
103449;Sępolno;Wrocław-śródmieście;Wrocław
95200;Śródmieście;Wrocław-śródmieście;Wrocław
56517;Wronki;Brak;Wronki
20494;Chojno-błota małe;Chojno-błota małe;Wronki
7368;Jasionna;Jasionna;Wronki
56507;Września;Brak;Września
4434;Szczepanki;Szczepanki;Wydminy
13279;Suchawa;Suchawa;Wyryki
10562;Klawek;Klawek;Wyrzysk
9375;Wysokie;Wysokie;Wysokie
17304;Kalinowo-czosnowo;Kalinowo-czosnowo;Wysokie mazowieckie
24972;Stare osipy;Stare osipy;Wysokie mazowieckie
9331;Trzeszczkowo;Trzeszczkowo;Wyszki
12182;Puste łąki;Puste łąki;Wyszków
398731;Akacjowa;Ul. Akacjowa;Wąbrzeźno
20107;Wądroże małe;Wądroże małe;Wądroże wielkie
61541;Wągrowiec;Brak;Wągrowiec
24074;Tomkowo;Tomkowo;Wąpielsk
4062;Wiewierz;Wiewierz;Wąsosz
24806;Stręgiel;Stręgiel;Węgorzewo
2515;Władysławowo;Brak;Władysławowo
17565;Władysławowo;Brak;Władysławowo
346;Włocławek;Brak;Włocławek
335316;Leśna;Ul. Leśna;Włocławek
34349;Koczury;Koczury;Włoszakowice
30524;Kotowie;Kotowie;Włoszczowa
2012;Zabrodzie;Brak;Zabrodzie
344;Zabrze;Brak;Zabrze
448412;Marii curie-skłodowskiej;Centrum;Zabrze
6485;Proczki;Proczki;Zabór
58587;Ryboły;Ryboły;Zabłudów
15832;Modlikowice;Modlikowice;Zagrodno
926;Zagórów;Brak;Zagórów
40947;Zakopane;Brak;Zakopane
94231;Strążyska;Strążyska;Zakopane
31084;Dębina;Dębina;Zakrzew
16131;Zaręby-grzymały;Zaręby-grzymały;Zambrów
1290;Zamość;Brak;Zamość
11299;Lipsko-kosobudy;Lipsko-kosobudy;Zamość
